Name,Rating,Review Count,location,Address,Phone
VeganBurg,4.0,957,"{'address1': '1466 Haight St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1466 Haight St', 'San Francisco, CA 94117']}","1466 Haight St, San Francisco, CA 94117",+14155488000
El  Farolito Taqueria,4.0,714,"{'address1': '394 Grand Ave', 'address2': '', 'address3': '', 'city': 'South  San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['394 Grand Ave', 'South  San Francisco, CA 94080']}","394 Grand Ave, South  San Francisco, CA 94080",+16507370138
North India Restaurant,4.0,2273,"{'address1': '123 Second St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['123 Second St', 'San Francisco, CA 94105']}","123 Second St, San Francisco, CA 94105",+14153481234
Lark,4.0,336,"{'address1': '4068 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['4068 18th St', 'San Francisco, CA 94114']}","4068 18th St, San Francisco, CA 94114",+14154004623
Roxie's Market & Deli,4.0,303,"{'address1': '500 Kirkham St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['500 Kirkham St', 'San Francisco, CA 94122']}","500 Kirkham St, San Francisco, CA 94122",+14157310982
Mo's Grill,4.0,935,"{'address1': '1322 Grant Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1322 Grant Ave', 'San Francisco, CA 94133']}","1322 Grant Ave, San Francisco, CA 94133",+14157883779
Mercury Cafe,4.0,343,"{'address1': '201 Octavia Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['201 Octavia Blvd', 'San Francisco, CA 94102']}","201 Octavia Blvd, San Francisco, CA 94102",+14152527855
Locali Mediterranean,4.0,251,"{'address1': '98 Battery St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['98 Battery St', 'San Francisco, CA 94111']}","98 Battery St, San Francisco, CA 94111",+14153999991
Luke's Lobster SoMa,4.0,535,"{'address1': '92 2nd St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['92 2nd St', 'San Francisco, CA 94105']}","92 2nd St, San Francisco, CA 94105",+14156587443
Gus’s World Famous Fried Chicken,4.0,350,"{'address1': '1430 Broadway', 'address2': '', 'address3': None, 'city': 'Oakland', 'zip_code': '94612', 'country': 'US', 'state': 'CA', 'display_address': ['1430 Broadway', 'Oakland, CA 94612']}","1430 Broadway, Oakland, CA 94612",+15106269880
Los Compadres Taco Truck,4.0,268,"{'address1': '', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94105']}","San Francisco, CA 94105",
West of Pecos,4.0,1158,"{'address1': '550 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['550 Valencia St', 'San Francisco, CA 94110']}","550 Valencia St, San Francisco, CA 94110",+14152527000
Tropisueño,4.0,4797,"{'address1': '75 Yerba Buena Ln', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['75 Yerba Buena Ln', 'San Francisco, CA 94103']}","75 Yerba Buena Ln, San Francisco, CA 94103",+14159852264
Gallardos Mexican Restaurant,4.0,549,"{'address1': '3248 18th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3248 18th St', 'San Francisco, CA 94110']}","3248 18th St, San Francisco, CA 94110",+14154369387
Nick the Greek,4.0,175,"{'address1': '507 Westlake Ctr', 'address2': None, 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['507 Westlake Ctr', 'Daly City, CA 94015']}","507 Westlake Ctr, Daly City, CA 94015",+14153477538
Cheese Plus,4.0,636,"{'address1': '2001 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['2001 Polk St', 'San Francisco, CA 94109']}","2001 Polk St, San Francisco, CA 94109",+14159212001
Dinosaurs,4.0,473,"{'address1': '50 Eureka Dr', 'address2': '', 'address3': '', 'city': 'Pacifica', 'zip_code': '94044', 'country': 'US', 'state': 'CA', 'display_address': ['50 Eureka Dr', 'Pacifica, CA 94044']}","50 Eureka Dr, Pacifica, CA 94044",+16505571421
Giant Scoop Cafe,4.0,26,"{'address1': '2708 San Bruno Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94134', 'country': 'US', 'state': 'CA', 'display_address': ['2708 San Bruno Ave', 'San Francisco, CA 94134']}","2708 San Bruno Ave, San Francisco, CA 94134",+14154675051
Hall Of Flame Burgers,4.0,607,"{'address1': '73 Cambon Dr', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94132', 'country': 'US', 'state': 'CA', 'display_address': ['73 Cambon Dr', 'San Francisco, CA 94132']}","73 Cambon Dr, San Francisco, CA 94132",+14155844444
The Melt,4.0,354,"{'address1': '80 Grand Ave', 'address2': 'Ste 150', 'address3': None, 'city': 'Oakland', 'zip_code': '94612', 'country': 'US', 'state': 'CA', 'display_address': ['80 Grand Ave', 'Ste 150', 'Oakland, CA 94612']}","80 Grand Ave, Ste 150, Oakland, CA 94612",+15109822250
Cafe Madeleine,4.0,522,"{'address1': '149 New Montgomery St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['149 New Montgomery St', 'San Francisco, CA 94105']}","149 New Montgomery St, San Francisco, CA 94105",+14152274077
Latte Express,4.0,293,"{'address1': '646 Kearny St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['646 Kearny St', 'San Francisco, CA 94108']}","646 Kearny St, San Francisco, CA 94108",+14152968838
Zushi Puzzle,4.0,1392,"{'address1': '1910 Lombard St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['1910 Lombard St', 'San Francisco, CA 94123']}","1910 Lombard St, San Francisco, CA 94123",+14159319319
Rosamunde Sausage Grill,4.0,1010,"{'address1': '2832 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2832 Mission St', 'San Francisco, CA 94110']}","2832 Mission St, San Francisco, CA 94110",+14159709015
Arthur Mac's Tap and Snack,4.0,396,"{'address1': '4006 Martin Luther King Junior Way', 'address2': '', 'address3': None, 'city': 'Oakland', 'zip_code': '94609', 'country': 'US', 'state': 'CA', 'display_address': ['4006 Martin Luther King Junior Way', 'Oakland, CA 94609']}","4006 Martin Luther King Junior Way, Oakland, CA 94609",+15108232509
La Santaneca De La Mission,4.0,425,"{'address1': '2815 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2815 Mission St', 'San Francisco, CA 94110']}","2815 Mission St, San Francisco, CA 94110",+14152852131
Royal Ground Coffee,4.0,148,"{'address1': '3101 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['3101 Geary Blvd', 'San Francisco, CA 94118']}","3101 Geary Blvd, San Francisco, CA 94118",+14153862057
Aliment,4.0,823,"{'address1': '786 Bush St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['786 Bush St', 'San Francisco, CA 94108']}","786 Bush St, San Francisco, CA 94108",+14158292737
La Espiga De Oro,4.0,209,"{'address1': '2916 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2916 24th St', 'San Francisco, CA 94110']}","2916 24th St, San Francisco, CA 94110",+14158261363
Me So Hungry Too Food Truck,4.0,58,"{'address1': '', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94080', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94080']}","San Francisco, CA 94080",+14155802869
Super Duper Burgers,4.0,660,"{'address1': '430 Miller Ave', 'address2': '', 'address3': '', 'city': 'Mill Valley', 'zip_code': '94941', 'country': 'US', 'state': 'CA', 'display_address': ['430 Miller Ave', 'Mill Valley, CA 94941']}","430 Miller Ave, Mill Valley, CA 94941",+14153808555
Polly Ann Ice Cream,4.0,1369,"{'address1': '3138 Noriega St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['3138 Noriega St', 'San Francisco, CA 94122']}","3138 Noriega St, San Francisco, CA 94122",+14156642472
Outerlands,4.0,2418,"{'address1': '4001 Judah St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['4001 Judah St', 'San Francisco, CA 94122']}","4001 Judah St, San Francisco, CA 94122",+14156616140
Mo’s Chicken King And Grill,4.0,1,"{'address1': '3214 Martin Luther King Jr Way', 'address2': None, 'address3': '', 'city': 'Oakland', 'zip_code': '94609', 'country': 'US', 'state': 'CA', 'display_address': ['3214 Martin Luther King Jr Way', 'Oakland, CA 94609']}","3214 Martin Luther King Jr Way, Oakland, CA 94609",+15109229560
Ayola,4.0,306,"{'address1': '327 Kearny St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['327 Kearny St', 'San Francisco, CA 94108']}","327 Kearny St, San Francisco, CA 94108",+14153911154
Breakfast at Tiffany's,4.0,1125,"{'address1': '2499 San Bruno Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94134', 'country': 'US', 'state': 'CA', 'display_address': ['2499 San Bruno Ave', 'San Francisco, CA 94134']}","2499 San Bruno Ave, San Francisco, CA 94134",+14154688805
La Corneta Taqueria,4.0,722,"{'address1': '2731 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2731 Mission St', 'San Francisco, CA 94110']}","2731 Mission St, San Francisco, CA 94110",+14156437001
Flybird,4.0,47,"{'address1': '1 Blackfield Dr', 'address2': None, 'address3': '', 'city': 'Tiburon', 'zip_code': '94920', 'country': 'US', 'state': 'CA', 'display_address': ['1 Blackfield Dr', 'Tiburon, CA 94920']}","1 Blackfield Dr, Tiburon, CA 94920",+14152750809
Geneva Steakhouse,4.0,138,"{'address1': '5130 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['5130 Mission St', 'San Francisco, CA 94112']}","5130 Mission St, San Francisco, CA 94112",+14155866685
The Vault Garden,4.0,251,"{'address1': '555 California St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['555 California St', 'San Francisco, CA 94104']}","555 California St, San Francisco, CA 94104",+14155084675
Peasant Pies Café & Catering,4.0,530,"{'address1': '1039 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1039 Irving St', 'San Francisco, CA 94122']}","1039 Irving St, San Francisco, CA 94122",+14157311978
El Tepa Taqueria,4.0,182,"{'address1': '2198 Folsom St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2198 Folsom St', 'San Francisco, CA 94110']}","2198 Folsom St, San Francisco, CA 94110",+14152558372
Ayola - New Montgomery,4.0,697,"{'address1': '118 New Montgomery St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['118 New Montgomery St', 'San Francisco, CA 94105']}","118 New Montgomery St, San Francisco, CA 94105",+14153480808
NIDO's BackYard,4.0,753,"{'address1': '104 Oak St', 'address2': '', 'address3': None, 'city': 'Oakland', 'zip_code': '94607', 'country': 'US', 'state': 'CA', 'display_address': ['104 Oak St', 'Oakland, CA 94607']}","104 Oak St, Oakland, CA 94607",+15105009757
Hook Fish at Proof Lab Beer Garden,4.0,407,"{'address1': '254 Shoreline Hwy', 'address2': '', 'address3': '', 'city': 'Mill Valley', 'zip_code': '94941', 'country': 'US', 'state': 'CA', 'display_address': ['254 Shoreline Hwy', 'Mill Valley, CA 94941']}","254 Shoreline Hwy, Mill Valley, CA 94941",+14155694984
Miss Tomato Sandwich Shop,4.0,303,"{'address1': '388 Market St', 'address2': 'Ste 106', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['388 Market St', 'Ste 106', 'San Francisco, CA 94111']}","388 Market St, Ste 106, San Francisco, CA 94111",+14153970100
Lola's Taqueria,4.0,144,"{'address1': '110 Main St', 'address2': '', 'address3': 'Ark Row Shopping Center', 'city': 'Belvedere', 'zip_code': '94920', 'country': 'US', 'state': 'CA', 'display_address': ['110 Main St', 'Ark Row Shopping Center', 'Belvedere, CA 94920']}","110 Main St, Ark Row Shopping Center, Belvedere, CA 94920",+14157976196
El Tonayense,4.0,153,"{'address1': '', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['San Francisco, CA 94110']}","San Francisco, CA 94110",+14155590404
Front Door Cafe,4.0,292,"{'address1': '1 Front St', 'address2': 'Ste 100', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['1 Front St', 'Ste 100', 'San Francisco, CA 94111']}","1 Front St, Ste 100, San Francisco, CA 94111",+14159893244
Executive Cafe,4.0,30,"{'address1': '150 Executive Park Blvd', 'address2': 'Ste 2000', 'address3': '', 'city': 'San Francisco', 'zip_code': '94134', 'country': 'US', 'state': 'CA', 'display_address': ['150 Executive Park Blvd', 'Ste 2000', 'San Francisco, CA 94134']}","150 Executive Park Blvd, Ste 2000, San Francisco, CA 94134",+14154680500
Twirl and Dip,4.0,284,"{'address1': '335 Martin Luther King Jr Dr', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['335 Martin Luther King Jr Dr', 'San Francisco, CA 94118']}","335 Martin Luther King Jr Dr, San Francisco, CA 94118",+14153070260
Ike's Love & Sandwiches,4.0,1405,"{'address1': '2204 Broadway', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94612', 'country': 'US', 'state': 'CA', 'display_address': ['2204 Broadway', 'Oakland, CA 94612']}","2204 Broadway, Oakland, CA 94612",+15103386789
Darwin Cafe,4.0,587,"{'address1': '212 Ritch St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['212 Ritch St', 'San Francisco, CA 94107']}","212 Ritch St, San Francisco, CA 94107",+14158008668
Mexico Tipico,4.0,299,"{'address1': '4581 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['4581 Mission St', 'San Francisco, CA 94112']}","4581 Mission St, San Francisco, CA 94112",+14153377562
Boba Ninja,4.0,186,"{'address1': '2519B Durant Ave', 'address2': None, 'address3': '', 'city': 'Berkeley', 'zip_code': '94704', 'country': 'US', 'state': 'CA', 'display_address': ['2519B Durant Ave', 'Berkeley, CA 94704']}","2519B Durant Ave, Berkeley, CA 94704",+15107100701
Adam's Grub Truck,4.0,386,"{'address1': '1465 Carroll Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['1465 Carroll Ave', 'San Francisco, CA 94124']}","1465 Carroll Ave, San Francisco, CA 94124",+14156488881
The Golden Gate Market,4.0,88,"{'address1': '221 2nd St', 'address2': '', 'address3': '', 'city': 'Sausalito', 'zip_code': '94965', 'country': 'US', 'state': 'CA', 'display_address': ['221 2nd St', 'Sausalito, CA 94965']}","221 2nd St, Sausalito, CA 94965",+14153323040
Davey Jones Deli,4.0,371,"{'address1': '1 Gate 6 Rd', 'address2': '', 'address3': 'The New Bait Shop', 'city': 'Sausalito', 'zip_code': '94965', 'country': 'US', 'state': 'CA', 'display_address': ['1 Gate 6 Rd', 'The New Bait Shop', 'Sausalito, CA 94965']}","1 Gate 6 Rd, The New Bait Shop, Sausalito, CA 94965",+14153312282
El Tonayense Taco Truck,4.0,491,"{'address1': '14th St & Harrison St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['14th St & Harrison St', 'San Francisco, CA 94103']}","14th St & Harrison St, San Francisco, CA 94103",+14155590404
